1670520405.113121,10.10.1.100:37774,,,10,
1670520405.191729,10.10.1.100:37778,,,10,
1670520405.193252,10.10.1.100:37780,,,10,
1670520405.195986,10.10.1.100:37776,,,13,
1670520405.323047,10.10.1.100:37778,,,12,
1670520405.325703,10.10.1.100:37780,,,10,
1670520405.330444,10.10.1.100:37776,,,18,
1670520405.464466,10.10.1.100:37778,,,20,
1670520405.465983,10.10.1.100:37780,,,14,
1670520405.468757,10.10.1.100:37776,,,18,
1670520405.546748,10.10.1.100:37778,,,20,
1670520405.548213,10.10.1.100:37780,,,20,
1670520405.551031,10.10.1.100:37776,,,23,
1670520405.628263,10.10.1.100:37778,,,21,
1670520405.629720,10.10.1.100:37780,,,21,
1670520405.632461,10.10.1.100:37776,,,27,
1670520405.709747,10.10.1.100:37778,,,21,
1670520405.711299,10.10.1.100:37780,,,21,
1670520405.714042,10.10.1.100:37776,,,34,
1670520405.792589,10.10.1.100:37778,,,26,
1670520405.794064,10.10.1.100:37780,,,21,
1670520405.796840,10.10.1.100:37776,,,36,
1670520405.875836,10.10.1.100:37778,,,32,
1670520405.877272,10.10.1.100:37780,,,21,
1670520405.880001,10.10.1.100:37776,,,36,
1670520405.978386,10.10.1.100:37778,,,38,
1670520405.981081,10.10.1.100:37780,,,21,
1670520405.985765,10.10.1.100:37776,,,37,
1670520406.122585,10.10.1.100:37778,,,40,
1670520406.124972,10.10.1.100:37780,,,30,
1670520406.129362,10.10.1.100:37776,,,37,
1670520406.237991,10.10.1.100:37778,,,40,
1670520406.239471,10.10.1.100:37780,,,37,
1670520406.242260,10.10.1.100:37776,,,40,
1670520406.319310,10.10.1.100:37778,,,40,
1670520406.320806,10.10.1.100:37780,,,40,
1670520406.323541,10.10.1.100:37776,,,46,
1670520406.453326,10.10.1.100:37778,,,40,
1670520406.455963,10.10.1.100:37780,,,42,
1670520406.461102,10.10.1.100:37776,,,52,
1670520406.591585,10.10.1.100:37778,,,42,
1670520406.593136,10.10.1.100:37780,,,42,
1670520406.595869,10.10.1.100:37776,4,4,45,27
1670520406.673178,10.10.1.100:37778,4,4,33,21
1670520406.674648,10.10.1.100:37780,,,42,
1670520406.677438,10.10.1.100:37776,4,4,44,27
1670520406.755369,10.10.1.100:37778,7,7,24,21
1670520406.756811,10.10.1.100:37780,,,42,
1670520406.759532,10.10.1.100:37776,4,4,44,27
1670520406.837602,10.10.1.100:37778,11,11,19,21
1670520406.839175,10.10.1.100:37780,1,1,42,21
1670520406.841871,10.10.1.100:37776,4,4,44,27
1670520406.919310,10.10.1.100:37778,11,11,19,21
1670520406.920814,10.10.1.100:37780,4,4,31,21
1670520406.923571,10.10.1.100:37776,4,4,44,27
1670520407.049635,10.10.1.100:37778,11,11,19,21
1670520407.052306,10.10.1.100:37780,7,7,22,21
1670520407.057061,10.10.1.100:37776,5,5,40,27
1670520407.191250,10.10.1.100:37778,11,11,19,21
1670520407.193794,10.10.1.100:37780,10,10,20,21
1670520407.200106,10.10.1.100:37776,9,9,28,27
1670520407.337660,10.10.1.100:37778,13,13,16,21
1670520407.339199,10.10.1.100:37780,12,12,16,21
1670520407.341846,10.10.1.100:37776,17,17,20,27
1670520407.419204,10.10.1.100:37778,17,20,21,21
1670520407.420697,10.10.1.100:37780,12,12,16,21
1670520407.423430,10.10.1.100:37776,24,28,27,27
1670520407.501302,10.10.1.100:37778,10,20,21,21
1670520407.502770,10.10.1.100:37780,12,12,16,21
1670520407.505531,10.10.1.100:37776,24,28,27,27
1670520407.583015,10.10.1.100:37778,9,20,21,21
1670520407.584464,10.10.1.100:37780,18,22,21,21
1670520407.587277,10.10.1.100:37776,24,28,27,27
1670520407.664402,10.10.1.100:37778,9,20,21,21
1670520407.665841,10.10.1.100:37780,14,22,21,21
1670520407.668585,10.10.1.100:37776,22,28,27,27
1670520407.746300,10.10.1.100:37778,9,20,21,21
1670520407.747813,10.10.1.100:37780,12,22,21,21
1670520407.750919,10.10.1.100:37776,17,28,27,27
1670520407.830394,10.10.1.100:37778,8,20,21,21
1670520407.831896,10.10.1.100:37780,10,22,21,21
1670520407.834961,10.10.1.100:37776,13,28,27,27
1670520407.912804,10.10.1.100:37778,7,20,21,21
1670520407.914294,10.10.1.100:37780,10,22,21,21
1670520407.917057,10.10.1.100:37776,7,28,27,27
1670520407.994910,10.10.1.100:37778,7,20,21,21
1670520407.996334,10.10.1.100:37780,10,22,21,21
1670520407.999107,10.10.1.100:37776,0,28,27,27
1670520408.122066,10.10.1.100:37778,4,20,21,21
1670520408.124737,10.10.1.100:37780,10,22,21,21
1670520408.129508,10.10.1.100:37776,0,28,27,27
1670520408.242172,10.10.1.100:37778,0,20,21,21
1670520408.243653,10.10.1.100:37780,10,22,21,21
1670520408.246354,10.10.1.100:37776,0,28,27,27
1670520408.323687,10.10.1.100:37778,0,20,21,21
1670520408.325227,10.10.1.100:37780,5,22,21,21
1670520408.327960,10.10.1.100:37776,0,28,27,27
1670520408.405673,10.10.1.100:37778,0,20,21,21
1670520408.407230,10.10.1.100:37780,0,22,21,21
1670520408.409976,10.10.1.100:37776,0,28,27,27
1670520408.488640,10.10.1.100:37778,0,20,21,21
1670520408.490092,10.10.1.100:37780,0,22,21,21
1670520408.492809,10.10.1.100:37776,0,28,27,27
1670520408.570778,10.10.1.100:37778,0,20,21,21
1670520408.572290,10.10.1.100:37780,0,22,21,21
1670520408.575019,10.10.1.100:37776,0,28,27,27
1670520408.653347,10.10.1.100:37778,0,20,21,21
1670520408.654886,10.10.1.100:37780,0,22,21,21
1670520408.657571,10.10.1.100:37776,0,28,27,27
1670520408.736192,10.10.1.100:37778,0,20,21,21
1670520408.737684,10.10.1.100:37780,0,22,21,21
1670520408.740407,10.10.1.100:37776,0,28,27,27
1670520408.818960,10.10.1.100:37778,0,20,21,21
1670520408.819641,10.10.1.100:37780,0,22,21,21
