1670529706.164943,10.10.1.100:37790,,,10,
1670529706.246588,10.10.1.100:37794,,,10,
1670529706.247774,10.10.1.100:37796,,,10,
1670529706.248914,10.10.1.100:37792,,,13,
1670529706.327804,10.10.1.100:37794,,,10,
1670529706.328946,10.10.1.100:37796,,,10,
1670529706.330071,10.10.1.100:37792,,,20,
1670529706.409840,10.10.1.100:37794,,,17,
1670529706.411120,10.10.1.100:37796,,,10,
1670529706.412252,10.10.1.100:37792,,,20,
1670529706.491350,10.10.1.100:37794,,,20,
1670529706.492491,10.10.1.100:37796,0,1,13,
1670529706.493619,10.10.1.100:37792,,,20,
1670529706.573925,10.10.1.100:37794,,,20,
1670529706.575355,10.10.1.100:37796,0,1,20,
1670529706.576682,10.10.1.100:37792,,,20,
1670529706.657478,10.10.1.100:37794,,,20,
1670529706.658602,10.10.1.100:37796,0,1,21,
1670529706.659777,10.10.1.100:37792,,,24,24
1670529706.783691,10.10.1.100:37794,,,21,
1670529706.786578,10.10.1.100:37796,0,1,21,
1670529706.789661,10.10.1.100:37792,,,24,24
1670529706.931437,10.10.1.100:37794,,,24,24
1670529706.933523,10.10.1.100:37796,0,1,21,
1670529706.936097,10.10.1.100:37792,,,24,24
1670529707.050431,10.10.1.100:37794,,,24,24
1670529707.051795,10.10.1.100:37796,0,1,21,
1670529707.053165,10.10.1.100:37792,,,24,24
1670529707.133612,10.10.1.100:37794,,,24,24
1670529707.134767,10.10.1.100:37796,0,1,24,
1670529707.135939,10.10.1.100:37792,,,24,24
1670529707.215999,10.10.1.100:37794,,,24,24
1670529707.217138,10.10.1.100:37796,0,1,29,29
1670529707.218295,10.10.1.100:37792,,,24,24
1670529707.297144,10.10.1.100:37794,,,24,24
1670529707.298339,10.10.1.100:37796,0,1,29,29
1670529707.299563,10.10.1.100:37792,,,24,24
1670529707.377537,10.10.1.100:37794,,,24,24
1670529707.378666,10.10.1.100:37796,0,1,29,29
1670529707.379854,10.10.1.100:37792,,,25,24
1670529707.458548,10.10.1.100:37794,,,24,24
1670529707.459753,10.10.1.100:37796,0,1,29,29
1670529707.461073,10.10.1.100:37792,,,25,24
1670529707.540724,10.10.1.100:37794,,,24,24
1670529707.541855,10.10.1.100:37796,0,1,29,29
1670529707.543027,10.10.1.100:37792,,,25,24
1670529707.675531,10.10.1.100:37794,,,24,24
1670529707.677880,10.10.1.100:37796,0,1,29,29
1670529707.680355,10.10.1.100:37792,,,25,24
1670529707.824955,10.10.1.100:37794,1,1,23,17
1670529707.827349,10.10.1.100:37796,0,1,29,29
1670529707.829783,10.10.1.100:37792,,,26,24
1670529707.934451,10.10.1.100:37794,1,1,19,17
1670529707.935616,10.10.1.100:37796,0,1,29,29
1670529707.936798,10.10.1.100:37792,,,26,24
1670529708.015882,10.10.1.100:37794,1,1,19,17
1670529708.017222,10.10.1.100:37796,4,5,23,20
1670529708.018545,10.10.1.100:37792,,,26,24
1670529708.097220,10.10.1.100:37794,1,1,19,17
1670529708.098373,10.10.1.100:37796,7,8,20,20
1670529708.099559,10.10.1.100:37792,,,26,24
1670529708.180754,10.10.1.100:37794,1,1,19,17
1670529708.183172,10.10.1.100:37796,7,8,20,20
1670529708.185596,10.10.1.100:37792,,,26,24
1670529708.327754,10.10.1.100:37794,1,1,19,17
1670529708.330154,10.10.1.100:37796,8,9,19,20
1670529708.332561,10.10.1.100:37792,,,26,24
1670529708.436498,10.10.1.100:37794,1,1,19,17
1670529708.437631,10.10.1.100:37796,8,9,19,20
1670529708.438766,10.10.1.100:37792,,,27,24
1670529708.518016,10.10.1.100:37794,2,2,16,17
1670529708.519528,10.10.1.100:37796,8,9,19,20
1670529708.520874,10.10.1.100:37792,,,27,24
1670529708.600341,10.10.1.100:37794,1,2,17,17
1670529708.601481,10.10.1.100:37796,8,9,19,20
1670529708.602609,10.10.1.100:37792,,,27,24
1670529708.681598,10.10.1.100:37794,1,2,17,17
1670529708.683003,10.10.1.100:37796,8,9,19,20
1670529708.684346,10.10.1.100:37792,1,1,26,18
1670529708.764870,10.10.1.100:37794,1,2,17,17
1670529708.766303,10.10.1.100:37796,5,9,20,20
1670529708.767764,10.10.1.100:37792,1,1,26,18
1670529708.900241,10.10.1.100:37794,1,2,17,17
1670529708.902605,10.10.1.100:37796,1,9,20,20
1670529708.905017,10.10.1.100:37792,1,1,26,18
1670529709.050613,10.10.1.100:37794,1,2,17,17
1670529709.053064,10.10.1.100:37796,1,9,20,20
1670529709.055456,10.10.1.100:37792,1,1,23,18
